ID,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
8357,452.2,580.8,487.7,375.7,480.0
8358,587.9,634.4,620.2,649.2,700.0
8359,520.3,509.6,415.1,532.8,320.0
8360,387.0,523.6,444.0,410.4,380.0
8361,416.6,601.4,573.2,523.1,760.0
8362,536.0,614.5,580.5,715.2,600.0
8363,513.9,634.8,523.5,662.3,620.0
8364,448.2,490.2,570.6,466.8,340.0
8365,490.8,572.0,550.7,490.5,320.0
8366,467.1,615.4,587.7,496.8,360.0
8367,648.6,679.4,632.1,755.8,700.0
8368,413.9,550.3,521.2,456.4,340.0
8369,543.9,650.1,583.7,525.3,680.0
8370,511.6,547.9,607.9,436.9,460.0
8371,457.8,540.2,410.7,488.8,300.0
8372,487.5,531.3,546.8,403.6,600.0
8373,455.1,528.0,460.6,396.7,240.0
8374,372.4,504.9,464.0,445.0,440.0
8375,442.0,641.1,620.3,614.9,720.0
8376,396.8,505.6,594.9,565.0,580.0
8377,465.6,556.8,469.8,470.1,580.0
8378,484.6,653.7,572.1,713.8,600.0
8379,418.3,499.3,442.3,474.5,380.0
8380,536.9,574.0,516.2,576.2,580.0
8381,395.5,514.8,525.2,416.0,280.0
8382,385.4,482.4,435.2,419.0,520.0
8383,425.1,444.4,474.5,399.2,600.0
8384,382.3,557.9,398.5,419.0,0.0
8385,530.8,651.2,592.8,699.8,560.0
8386,505.3,618.5,619.2,468.2,720.0
8387,426.4,483.4,455.8,499.9,320.0
8388,425.7,560.1,422.3,489.6,340.0
8389,510.7,611.7,576.4,584.2,800.0
8390,479.5,628.4,565.0,710.1,540.0
8391,538.8,626.3,598.4,672.1,660.0
8392,467.2,438.3,513.5,504.1,680.0
8393,445.8,591.9,422.6,454.6,520.0
8394,451.2,645.3,629.6,579.5,640.0
8395,368.0,573.0,366.6,418.7,320.0
8396,536.9,593.6,547.3,439.5,300.0
8397,401.2,512.4,554.7,577.3,480.0
8398,505.1,509.4,597.0,607.0,300.0
8399,410.8,526.9,454.5,444.4,660.0
8400,623.7,624.1,540.9,596.3,420.0
8401,426.1,611.7,508.9,473.5,320.0
8402,535.7,608.9,537.6,540.0,520.0
8403,523.3,656.8,490.1,522.5,780.0
8404,553.9,614.8,554.2,681.1,540.0
8405,472.3,573.8,465.8,613.0,600.0
8406,533.2,620.8,598.7,547.5,640.0
8407,536.0,555.6,435.1,647.2,340.0
8408,494.7,626.7,546.9,526.5,720.0
8409,444.5,509.3,520.6,490.7,340.0
8410,587.7,625.0,587.0,682.6,560.0
8411,478.5,612.3,512.4,474.3,320.0
8412,460.5,679.7,636.0,592.3,480.0
8413,519.6,656.4,541.5,727.1,800.0
8414,447.3,449.8,470.2,473.3,300.0
8415,421.9,599.6,522.3,445.6,360.0
8416,608.1,590.4,564.2,714.2,620.0
8417,499.9,598.5,552.0,574.8,520.0
8418,459.0,434.4,536.1,382.6,560.0
8419,484.9,511.5,513.6,449.1,0.0
8420,606.0,598.4,541.8,559.8,660.0
8421,583.2,617.8,623.0,506.6,360.0
8422,524.2,644.8,646.7,477.3,580.0
8423,444.7,464.7,510.6,472.1,700.0
8424,394.7,498.6,506.5,454.5,320.0
8425,383.6,429.8,431.7,479.8,580.0
8426,439.4,599.4,573.2,491.9,340.0
8427,445.1,587.1,581.2,542.5,480.0
8428,498.3,470.7,482.7,427.1,360.0
8429,448.7,620.7,588.9,467.0,640.0
8430,527.6,619.5,474.1,454.8,400.0
8431,471.2,600.5,535.8,535.4,360.0
8432,560.2,654.7,624.8,619.1,760.0
8433,478.9,577.3,546.2,598.6,440.0
8434,514.0,555.4,464.8,454.0,340.0
8435,496.8,612.1,561.0,535.9,360.0
8436,453.8,534.5,513.7,445.7,340.0
8437,435.8,638.6,561.3,498.2,340.0
8438,519.6,597.0,534.2,404.6,640.0
8439,509.7,532.3,461.9,414.7,500.0
8440,515.8,596.7,498.6,440.6,460.0
8441,488.2,448.4,534.3,421.6,560.0
8442,552.9,585.7,548.8,384.4,560.0
8443,516.9,552.1,517.9,482.1,480.0
8444,463.5,600.1,511.0,584.2,600.0
8445,608.5,692.5,622.9,503.6,540.0
8446,633.4,634.0,555.7,688.3,640.0
8447,634.5,588.4,561.2,719.0,580.0
8448,480.9,551.1,515.6,569.9,600.0
8449,394.2,422.5,444.4,529.9,660.0
8450,480.7,514.2,418.3,457.8,280.0
8451,481.7,456.4,372.3,431.2,440.0
8452,498.4,607.0,576.8,486.5,600.0
8453,497.9,566.8,477.1,403.7,440.0
8454,645.1,590.0,594.4,795.6,740.0
8455,442.0,544.2,473.1,564.1,680.0
8456,460.4,540.8,464.4,476.1,520.0
8457,475.7,643.6,532.0,667.1,380.0
8458,386.0,576.1,543.1,556.0,540.0
8459,555.6,631.6,570.0,401.2,880.0
8460,426.9,637.5,597.8,438.1,760.0
8461,558.8,618.1,440.2,527.4,280.0
8462,446.9,534.1,455.2,628.6,480.0
8463,406.8,600.7,518.5,454.5,360.0
8464,560.7,688.6,631.8,677.5,940.0
8465,464.0,504.3,516.8,537.0,480.0
8466,447.2,539.0,433.6,495.1,320.0
8467,538.1,636.1,600.9,648.2,640.0
8468,478.6,607.5,476.7,619.4,580.0
8469,489.7,631.0,574.0,669.2,560.0
8470,485.8,604.2,492.6,506.2,460.0
8471,502.8,637.0,502.0,566.9,760.0
8472,415.1,422.9,401.6,485.9,380.0
8473,412.6,546.0,451.9,582.7,360.0
8474,486.1,545.1,566.4,554.1,620.0
8475,554.5,624.2,528.1,433.7,420.0
8476,456.4,451.3,524.5,412.9,260.0
8477,499.1,579.4,497.6,509.5,420.0
8478,458.8,513.2,583.1,492.5,640.0
8479,517.7,593.8,582.1,531.6,500.0
8480,499.6,637.9,576.5,545.6,440.0
8481,518.5,435.5,463.2,543.0,0.0
8482,561.6,626.4,575.9,474.6,320.0
8483,426.4,598.6,414.9,453.1,260.0
8484,483.2,641.1,585.9,546.8,560.0
8485,441.8,599.7,518.6,391.1,0.0
8486,556.0,660.6,616.5,615.7,400.0
8487,387.7,580.5,541.7,516.5,240.0
8488,408.0,450.7,448.4,400.3,0.0
8489,423.7,486.3,481.9,425.8,300.0
8490,622.7,617.2,523.3,667.2,880.0
8491,394.8,556.7,522.7,490.1,360.0
8492,385.3,530.9,454.0,482.0,380.0
8493,414.7,414.8,429.1,439.3,320.0
8494,544.7,478.1,585.2,542.4,520.0
8495,428.8,482.9,406.2,401.4,380.0
8496,393.0,579.9,371.8,454.4,320.0
8497,628.7,674.8,624.5,544.3,840.0
8498,551.8,649.4,597.1,557.4,360.0
8499,631.3,654.4,593.7,615.2,740.0
8500,515.9,620.5,557.6,490.0,520.0
8501,442.1,609.8,506.7,506.4,500.0
8502,0.0,605.3,556.8,0.0,360.0
8503,496.3,512.9,586.0,610.0,600.0
8504,570.8,626.5,603.8,649.5,640.0
8505,675.1,662.9,663.5,694.1,680.0
8506,389.2,446.0,457.9,496.6,360.0
8507,534.7,662.7,611.4,684.5,380.0
8508,495.3,619.6,538.5,466.9,620.0
8509,403.4,518.4,475.5,680.3,620.0
8510,437.8,482.2,458.1,527.5,420.0
8511,474.1,630.9,593.0,515.8,360.0
8512,526.3,580.3,543.4,447.2,640.0
8513,451.1,448.7,455.2,404.4,340.0
8514,408.8,504.5,406.7,429.8,340.0
8515,455.0,642.8,571.7,669.6,600.0
8516,511.5,640.8,573.8,433.0,600.0
8517,524.7,575.6,401.3,383.0,500.0
8518,390.6,451.3,480.9,407.4,260.0
8519,399.5,598.9,553.6,584.8,440.0
8520,431.2,500.9,411.0,434.6,200.0
8521,563.1,422.1,645.6,425.2,680.0
8522,399.9,432.4,429.0,406.8,260.0
8523,575.6,601.9,476.1,665.4,640.0
8524,404.9,600.7,554.3,459.7,420.0
8525,433.9,565.8,453.8,420.3,360.0
8526,631.3,660.4,640.9,802.1,560.0
8527,561.9,660.5,616.0,679.1,640.0
8528,418.2,557.5,527.4,509.0,520.0
8529,448.5,564.1,453.1,428.1,340.0
8530,422.7,526.2,443.4,504.7,320.0
8531,450.3,621.3,555.2,543.1,540.0
8532,541.5,469.0,443.4,418.6,360.0
8533,429.3,595.4,613.2,579.3,640.0
8534,447.3,581.8,493.3,427.5,340.0
8535,532.8,595.9,571.9,526.2,400.0
8536,563.3,657.6,610.8,665.6,640.0
8537,552.0,602.7,552.2,590.5,580.0
8538,405.9,505.4,399.0,446.9,360.0
8539,531.6,617.6,533.7,622.0,520.0
8540,575.1,637.3,596.2,428.1,480.0
8541,495.3,621.5,605.3,629.5,700.0
8542,649.6,686.9,611.0,674.7,800.0
8543,459.4,642.3,535.3,632.1,360.0
8544,460.3,636.7,558.2,398.3,920.0
8545,483.8,632.0,583.2,425.0,560.0
8546,475.4,479.5,488.8,440.7,320.0
8547,404.1,402.6,418.3,438.7,320.0
8548,636.3,631.0,551.9,577.0,480.0
8549,455.5,598.3,466.7,552.8,440.0
8550,570.2,649.2,592.7,600.9,780.0
8551,471.3,492.4,501.0,469.5,620.0
8552,416.8,481.4,547.1,573.7,560.0
8553,380.0,529.3,461.6,456.8,580.0
8554,466.9,585.4,569.4,594.7,560.0
8555,486.5,456.7,496.7,512.9,640.0
8556,473.8,619.2,592.8,632.8,780.0
8557,479.9,570.1,483.9,425.3,0.0
8558,459.9,565.1,497.0,456.5,580.0
8559,518.2,417.2,451.2,659.1,560.0
8560,523.6,612.5,587.7,503.6,760.0
8561,446.5,595.5,574.7,492.5,360.0
8562,416.2,435.9,401.7,418.2,340.0
8563,516.5,619.7,533.3,531.1,540.0
8564,469.9,635.4,583.8,586.8,360.0
8565,597.3,666.0,596.1,702.9,460.0
8566,706.3,738.3,704.9,777.5,780.0
8567,449.1,567.6,529.0,496.2,340.0
8568,441.9,615.3,563.7,562.3,540.0
8569,427.7,511.9,454.5,405.3,320.0
8570,415.0,590.5,484.9,590.2,360.0
8571,444.8,570.2,527.8,550.3,340.0
8572,489.7,587.0,517.4,459.6,360.0
8573,505.5,537.0,568.1,454.2,760.0
8574,666.9,651.0,591.1,711.1,940.0
8575,473.8,615.1,507.0,468.4,480.0
8576,471.4,614.2,452.4,403.2,480.0
8577,523.0,637.9,618.8,594.6,620.0
8578,403.5,651.9,622.5,511.9,580.0
8579,488.6,575.3,513.9,612.0,500.0
8580,699.6,665.6,648.6,778.1,540.0
8581,446.1,458.8,431.4,465.0,300.0
8582,580.4,599.1,547.2,583.5,580.0
8583,568.4,651.4,605.3,583.5,560.0
8584,425.3,408.7,427.0,421.9,400.0
8585,645.2,676.7,643.9,748.8,860.0
8586,518.8,426.4,433.3,452.6,500.0
8587,430.9,570.0,392.2,449.7,380.0
8588,383.8,462.0,446.6,397.2,340.0
8589,486.6,459.1,407.0,479.4,400.0
8590,486.3,551.0,512.4,577.6,280.0
8591,616.5,664.8,644.5,655.4,620.0
8592,608.7,570.8,532.0,668.4,460.0
8593,425.6,625.0,582.5,499.3,440.0
8594,367.4,536.6,425.7,417.1,320.0
8595,502.4,529.5,579.6,539.2,580.0
8596,419.3,522.0,373.2,460.9,320.0
8597,520.0,524.5,449.3,495.3,280.0
8598,475.4,627.1,603.2,524.5,340.0
8599,510.0,613.3,562.0,413.7,560.0
8600,637.6,655.8,580.7,683.5,820.0
8601,509.3,623.7,466.3,576.0,600.0
8602,563.4,621.4,540.9,617.4,340.0
8603,454.4,557.5,581.7,518.9,440.0
8604,480.5,439.3,353.7,422.6,580.0
8605,421.4,498.4,479.8,440.4,280.0
8606,426.6,592.5,535.4,603.7,520.0
8607,528.5,622.8,594.8,483.9,520.0
8608,433.2,595.7,529.0,554.8,0.0
8609,413.0,623.0,551.7,561.0,560.0
8610,421.0,598.9,580.9,692.3,360.0
8611,482.0,633.8,570.6,533.9,600.0
8612,578.8,436.2,481.9,535.4,640.0
8613,590.8,645.4,610.0,566.5,700.0
8614,530.6,619.5,514.7,737.2,600.0
8615,522.5,554.3,496.9,474.1,740.0
8616,513.6,570.4,519.1,598.9,380.0
8617,486.3,601.7,568.5,664.3,360.0
8618,573.6,648.9,616.0,637.0,580.0
8619,439.3,483.1,466.0,585.8,320.0
8620,385.6,404.4,382.6,401.2,0.0
8621,382.1,473.9,336.9,409.0,260.0
8622,451.5,619.4,625.8,469.2,360.0
8623,502.1,475.8,526.6,422.3,640.0
8624,555.7,693.6,639.9,672.7,880.0
8625,483.6,660.2,523.4,507.6,420.0
8626,529.8,432.7,521.4,422.6,480.0
8627,429.8,473.6,447.1,544.5,300.0
8628,461.3,620.0,480.0,581.5,300.0
8629,543.4,656.1,562.3,633.2,300.0
8630,386.8,400.7,378.7,442.1,580.0
8631,501.5,564.1,411.0,436.0,0.0
8632,602.3,693.7,641.6,741.7,760.0
8633,560.3,600.5,579.8,554.9,360.0
8634,518.3,590.1,533.0,546.6,580.0
8635,449.5,463.3,538.9,555.5,380.0
8636,470.5,586.4,565.2,501.5,620.0
8637,491.3,465.1,491.5,487.6,340.0
8638,381.5,624.1,458.3,420.7,480.0
8639,430.5,630.9,624.9,458.0,720.0
8640,395.0,503.0,476.8,523.4,580.0
8641,530.9,660.8,601.7,738.2,600.0
8642,634.7,643.1,636.9,542.5,760.0
8643,387.5,561.4,497.0,385.0,500.0
8644,425.6,594.2,445.9,429.0,620.0
8645,561.4,566.4,527.2,546.5,380.0
8646,563.0,630.9,534.1,684.3,640.0
8647,558.3,692.7,649.0,712.7,840.0
8648,500.3,661.9,605.5,562.9,620.0
8649,474.9,493.5,472.6,412.1,520.0
8650,409.2,537.3,496.2,436.5,640.0
8651,436.3,406.5,500.4,504.2,260.0
8652,393.5,628.4,566.8,638.1,380.0
8653,389.8,459.1,406.3,395.2,340.0
8654,513.3,604.0,576.9,521.3,360.0
8655,487.4,578.3,441.4,438.5,340.0
8656,449.0,543.5,569.2,438.5,660.0
8657,567.6,630.6,604.5,489.0,840.0
8658,572.5,670.9,620.2,677.3,940.0
8659,540.4,620.3,590.9,440.5,500.0
8660,377.8,503.8,478.9,404.2,380.0
8661,425.9,489.9,487.4,483.7,580.0
8662,450.0,586.1,538.0,403.9,380.0
8663,508.0,640.2,578.8,622.7,780.0
8664,533.9,509.4,517.4,513.0,520.0
8665,548.6,661.1,589.3,430.7,700.0
8666,412.0,482.3,511.9,521.9,580.0
8667,531.7,625.2,528.2,667.1,400.0
8668,519.5,600.8,632.1,543.1,440.0
8669,427.6,445.6,465.8,467.4,480.0
8670,500.3,406.8,359.2,491.7,740.0
8671,464.0,567.8,539.2,704.5,580.0
8672,528.5,585.3,568.3,649.1,840.0
8673,459.5,557.3,462.0,410.9,440.0
8674,407.1,573.8,562.9,492.9,580.0
8675,488.6,438.0,531.6,392.2,380.0
8676,434.4,649.9,614.7,614.6,520.0
8677,531.6,652.2,574.0,419.8,620.0
8678,520.6,524.4,509.3,518.3,480.0
8679,620.2,632.5,494.0,628.5,640.0
8680,534.2,662.3,620.4,527.8,560.0
8681,475.0,517.7,420.1,399.1,260.0
8682,469.8,642.6,588.4,464.3,520.0
8683,440.5,610.3,561.2,483.1,280.0
8684,395.3,579.8,531.5,579.0,820.0
8685,442.2,581.5,548.4,439.7,520.0
8686,488.5,629.3,589.9,480.4,680.0
8687,446.3,563.1,487.9,595.5,600.0
8688,577.7,650.1,666.9,474.4,560.0
8689,475.4,504.8,572.2,484.9,520.0
8690,619.1,640.6,627.4,693.4,640.0
8691,558.6,614.6,571.4,499.8,440.0
8692,451.5,460.0,474.3,547.2,440.0
8693,440.4,521.4,441.3,404.9,320.0
8694,400.4,505.6,563.5,466.9,620.0
8695,385.4,558.0,438.4,454.0,320.0
8696,516.3,651.7,551.5,644.4,800.0
8697,477.1,478.8,478.4,406.5,0.0
8698,612.8,656.2,565.8,702.5,480.0
8699,461.3,616.0,559.6,633.6,560.0
8700,446.8,612.3,504.1,593.2,580.0
8701,442.4,616.8,536.6,491.2,380.0
8702,452.7,428.0,472.2,521.9,580.0
8703,531.9,500.3,524.7,622.0,600.0
8704,437.0,576.2,520.0,409.7,580.0
8705,494.4,553.6,555.3,470.7,580.0
8706,604.7,702.5,649.1,633.0,340.0
8707,461.1,618.6,609.9,585.4,520.0
8708,452.7,473.6,499.7,473.1,520.0
8709,565.5,599.3,567.9,517.7,600.0
8710,499.3,577.1,555.3,620.9,580.0
8711,569.7,655.9,592.9,572.3,660.0
8712,585.5,621.0,584.5,536.8,640.0
8713,571.7,648.4,579.2,438.4,340.0
8714,604.7,637.9,626.1,716.5,700.0
8715,468.6,619.5,569.9,642.9,540.0
8716,544.9,511.0,556.6,464.2,620.0
8717,545.4,420.4,492.7,551.4,0.0
8718,528.0,537.3,526.3,514.5,560.0
8719,540.0,618.3,626.3,599.8,560.0
8720,448.5,519.3,408.0,454.8,400.0
8721,395.5,587.0,475.4,370.2,560.0
8722,548.5,533.1,553.2,533.1,800.0
8723,459.2,546.9,527.7,643.2,300.0
8724,459.8,607.4,427.3,479.7,340.0
8725,541.8,585.7,530.8,542.3,300.0
8726,603.5,657.9,633.3,570.2,620.0
8727,453.9,634.8,580.3,556.7,400.0
8728,476.7,525.5,515.9,431.0,280.0
8729,477.3,462.9,371.2,502.8,240.0
8730,578.3,657.6,648.1,676.1,640.0
8731,576.7,586.7,515.9,761.1,400.0
8732,616.4,641.0,620.2,773.2,660.0
8733,466.7,443.2,461.0,520.2,480.0
8734,480.3,609.3,532.7,454.2,560.0
8735,510.4,606.9,546.2,424.9,660.0
8736,530.8,551.5,556.3,434.3,580.0
8737,559.8,549.5,514.8,588.2,560.0
8738,453.6,622.6,569.0,591.2,640.0
8739,569.3,645.8,511.0,508.9,460.0
8740,428.7,492.6,447.7,426.5,340.0
8741,443.3,589.7,500.7,437.4,580.0
8742,474.6,616.2,586.6,601.0,560.0
8743,380.5,468.2,405.1,422.3,320.0
8744,413.2,576.3,520.0,566.9,520.0
8745,441.9,516.6,414.1,428.7,340.0
8746,583.1,626.8,603.3,587.3,660.0
8747,665.6,700.0,682.5,700.1,940.0
8748,413.3,633.8,583.6,643.7,540.0
8749,399.3,445.7,435.2,495.9,580.0
8750,536.2,533.6,577.8,477.4,520.0
8751,502.8,558.1,500.2,472.7,440.0
8752,460.9,578.8,583.3,567.0,520.0
8753,470.4,581.1,495.3,413.4,680.0
8754,504.1,532.1,503.5,429.2,500.0
8755,394.2,467.2,408.5,516.6,560.0
8756,406.3,507.0,409.9,531.0,0.0
8757,401.8,471.1,445.6,516.1,280.0
8758,512.4,401.5,581.5,555.8,440.0
8759,576.3,658.7,656.2,677.7,640.0
8760,567.2,610.0,388.4,399.0,440.0
8761,428.7,623.6,572.2,534.5,0.0
8762,430.1,603.6,523.0,433.8,440.0
8763,516.4,582.0,556.4,497.6,460.0
8764,505.2,544.9,438.1,448.8,580.0
8765,571.6,619.8,555.5,524.3,540.0
8766,475.6,580.4,435.3,448.1,460.0
8767,665.3,722.8,632.9,688.1,860.0
8768,420.4,545.8,512.0,593.9,500.0
8769,549.6,624.4,543.6,514.7,720.0
8770,513.3,643.4,590.4,533.2,680.0
8771,424.2,602.6,450.9,493.5,360.0
8772,479.3,608.6,511.7,511.1,580.0
8773,446.4,603.5,551.4,588.4,520.0
8774,471.2,612.9,562.0,511.0,680.0
8775,508.1,425.0,503.8,462.6,480.0
8776,480.9,614.8,560.4,575.8,520.0
8777,449.3,611.6,578.2,610.2,580.0
8778,485.0,598.9,562.8,443.4,520.0
8779,511.2,610.9,569.9,467.8,580.0
8780,410.6,503.7,509.6,451.8,360.0
8781,544.4,621.4,618.2,678.5,820.0
8782,533.8,589.7,572.3,473.1,360.0
8783,466.0,575.6,583.7,495.3,320.0
8784,408.8,641.2,436.7,558.7,660.0
8785,411.0,471.4,444.1,481.2,340.0
8786,463.1,606.9,513.8,647.1,320.0
8787,576.9,680.0,629.2,547.9,840.0
8788,481.0,596.2,561.6,426.4,600.0
8789,437.6,559.8,472.7,507.2,580.0
8790,483.1,655.2,596.8,611.1,640.0
8791,436.6,573.4,511.7,516.5,520.0
8792,487.5,439.9,451.4,475.1,500.0
8793,507.8,595.3,561.0,537.8,700.0
8794,401.7,484.8,564.6,578.8,440.0
8795,412.3,605.6,531.5,623.8,480.0
8796,605.9,686.9,553.1,691.8,720.0
8797,478.4,519.3,541.6,587.4,520.0
8798,498.7,574.1,528.9,620.4,420.0
8799,417.6,514.0,477.4,400.1,560.0
8800,445.1,542.8,442.5,517.6,0.0
8801,371.7,540.6,499.9,528.2,560.0
8802,419.8,569.8,465.6,508.8,520.0
8803,606.7,665.6,668.8,611.6,920.0
8804,404.8,464.2,479.2,481.9,260.0
8805,466.6,572.6,551.8,482.2,680.0
8806,455.3,432.8,515.7,490.8,400.0
8807,433.9,463.5,513.9,472.4,740.0
8808,576.9,644.4,542.9,758.6,600.0
8809,386.8,594.5,455.3,465.7,220.0
8810,589.6,651.6,624.3,708.1,800.0
8811,432.8,492.9,530.0,467.2,300.0
8812,529.8,508.4,481.1,465.7,380.0
8813,484.2,619.1,572.5,564.3,660.0
8814,446.3,461.6,489.2,493.5,340.0
8815,464.2,520.7,498.8,447.2,640.0
8816,385.3,611.8,512.2,474.0,560.0
8817,579.0,644.8,594.7,509.6,540.0
8818,423.0,513.0,526.8,611.5,540.0
8819,424.2,560.6,466.0,609.7,360.0
8820,607.3,669.3,622.9,525.1,580.0
8821,430.6,574.5,412.1,457.9,280.0
8822,525.8,562.2,501.9,431.3,520.0
8823,460.9,456.2,461.1,460.6,620.0
8824,396.2,617.0,539.1,535.7,600.0
8825,490.2,638.4,537.6,612.4,580.0
8826,494.5,499.2,503.1,426.3,480.0
8827,593.9,586.7,565.8,665.5,680.0
8828,477.6,510.5,419.4,399.1,400.0
8829,424.6,559.0,434.8,452.2,520.0
8830,479.2,524.5,537.3,502.4,580.0
8831,466.1,559.1,461.5,459.4,400.0
8832,410.1,444.7,436.4,450.8,260.0
8833,446.2,617.8,516.9,542.0,540.0
8834,520.1,632.9,565.7,686.5,560.0
8835,413.4,522.4,468.3,428.2,520.0
8836,613.8,672.7,542.3,567.1,660.0
8837,555.5,497.8,506.0,452.7,360.0
8838,532.8,601.5,516.2,454.1,540.0
8839,580.6,646.3,624.1,610.0,580.0
8840,468.5,640.2,579.9,436.5,660.0
8841,381.4,451.5,462.6,526.9,320.0
8842,470.8,642.7,526.0,467.5,480.0
8843,511.3,594.1,563.4,436.6,520.0
8844,402.8,642.9,593.0,625.8,520.0
8845,568.0,666.9,596.9,687.5,640.0
8846,392.2,474.0,511.7,389.8,500.0
8847,500.2,522.0,513.0,397.9,240.0
8848,549.2,550.6,499.4,424.9,340.0
8849,403.1,612.2,450.6,481.3,400.0
8850,527.8,634.0,584.4,500.4,800.0
8851,477.0,645.9,614.3,567.1,520.0
8852,522.7,593.8,537.8,491.1,460.0
8853,439.5,617.3,578.2,650.4,640.0
8854,481.2,449.0,504.9,725.6,580.0
8855,578.2,577.0,537.7,580.1,500.0
8856,658.9,679.8,547.8,703.7,880.0
8857,415.9,447.7,459.0,388.3,420.0
8858,530.1,561.0,540.1,477.9,500.0
8859,499.0,626.1,577.9,691.9,520.0
8860,535.2,627.4,609.0,672.5,700.0
8861,624.4,643.7,605.2,682.1,740.0
8862,544.9,626.3,577.1,658.8,540.0
8863,488.5,511.7,525.5,441.9,340.0
8864,458.9,488.9,475.4,399.8,320.0
8865,431.3,568.1,471.3,416.8,300.0
8866,480.1,562.2,542.5,544.9,600.0
8867,487.9,598.8,500.9,526.7,940.0
8868,662.8,699.4,614.9,813.8,720.0
8869,499.8,622.0,571.3,584.3,580.0
8870,471.0,633.6,560.2,601.3,600.0
8871,455.4,532.6,486.6,552.3,520.0
8872,638.2,716.5,652.6,728.6,840.0
8873,508.9,457.8,433.2,389.4,560.0
8874,697.8,647.4,606.6,589.7,640.0
8875,440.3,638.4,509.0,434.7,360.0
8876,396.3,606.4,564.9,414.6,400.0
8877,425.6,596.7,541.8,475.2,640.0
8878,459.7,552.8,472.9,391.9,340.0
8879,461.7,615.2,545.2,616.5,840.0
8880,427.9,528.8,385.6,381.3,320.0
8881,618.7,653.4,603.4,699.9,880.0
8882,463.1,432.9,539.8,433.9,360.0
8883,522.6,589.7,515.7,470.8,680.0
8884,478.6,423.5,481.0,406.6,600.0
8885,606.0,646.1,595.8,694.0,600.0
8886,575.2,650.5,598.9,665.7,560.0
8887,442.5,496.5,456.5,514.3,280.0
8888,391.8,548.5,461.5,429.6,0.0
8889,460.7,632.5,546.2,408.7,520.0
8890,481.9,591.3,521.6,492.4,340.0
8891,396.9,454.2,490.4,563.4,520.0
8892,479.7,630.7,537.4,681.3,420.0
8893,617.7,657.4,639.1,657.5,640.0
8894,473.9,560.4,500.9,523.5,320.0
8895,371.7,571.1,490.4,468.3,480.0
8896,513.2,609.0,558.7,553.5,460.0
8897,628.6,701.8,749.6,727.9,840.0
8898,457.0,562.5,525.9,496.7,540.0
8899,441.2,484.5,372.2,422.5,280.0
8900,538.4,522.8,573.8,604.1,680.0
8901,638.3,692.4,603.4,825.8,920.0
8902,579.5,447.9,509.2,452.9,340.0
8903,477.4,624.4,617.8,424.3,0.0
8904,401.0,609.2,409.2,391.3,560.0
8905,437.0,489.3,461.2,437.5,380.0
8906,366.4,509.1,522.1,379.3,320.0
8907,489.7,600.6,532.7,567.5,320.0
8908,470.2,453.6,494.7,458.8,580.0
8909,405.8,579.4,546.5,508.5,520.0
8910,483.0,567.3,394.4,404.8,740.0
8911,647.4,701.1,640.1,704.9,880.0
8912,389.0,429.7,446.7,444.9,620.0
8913,418.1,431.9,396.4,432.8,480.0
8914,418.1,507.2,436.8,450.6,460.0
8915,461.8,525.8,519.0,467.3,260.0
8916,553.1,516.6,604.5,647.6,700.0
8917,529.1,607.5,486.9,481.7,300.0
8918,506.8,656.5,615.8,545.5,560.0
8919,467.5,495.5,481.7,416.4,520.0
8920,457.3,602.8,565.0,396.1,500.0
8921,478.3,536.3,456.4,387.0,420.0
8922,443.5,432.2,480.6,467.2,540.0
8923,479.8,671.1,630.3,780.2,900.0
8924,511.5,628.6,609.3,407.1,520.0
8925,522.9,618.5,564.3,611.0,640.0
8926,531.9,651.9,599.0,720.2,600.0
8927,421.0,629.5,572.2,698.1,780.0
8928,460.1,613.9,515.0,582.8,600.0
8929,488.9,626.6,594.9,562.8,560.0
8930,507.2,618.9,622.8,609.0,660.0
8931,592.3,669.8,579.6,679.0,840.0
8932,529.7,627.4,587.8,657.6,360.0
8933,411.1,527.3,435.8,482.3,460.0
8934,429.9,608.0,587.3,440.6,660.0
8935,421.2,486.0,501.0,465.6,420.0
8936,635.8,723.0,604.6,660.0,800.0
8937,566.9,624.2,523.4,559.9,600.0
8938,631.7,621.3,624.3,798.4,700.0
8939,496.3,491.4,449.0,436.4,340.0
8940,376.2,504.1,353.1,566.0,0.0
8941,503.9,615.3,564.2,513.1,520.0
8942,547.7,656.5,661.1,555.8,560.0
8943,592.3,670.9,627.8,521.2,880.0
8944,506.5,623.6,586.6,621.2,600.0
8945,652.3,656.9,592.1,807.9,780.0
8946,445.4,469.6,508.9,518.6,520.0
8947,562.8,614.9,533.1,649.2,620.0
8948,382.4,503.2,478.0,568.1,460.0
8949,495.7,429.1,482.5,457.5,520.0
8950,580.4,638.4,600.9,659.7,540.0
8951,442.0,639.7,554.5,615.3,760.0
8952,424.7,573.3,413.7,399.4,340.0
8953,518.5,640.4,602.4,556.1,0.0
8954,408.6,425.9,366.9,408.5,320.0
8955,390.1,491.5,413.6,395.7,180.0
8956,403.7,508.6,355.8,550.8,240.0
8957,594.4,625.6,577.5,579.6,680.0
8958,463.6,594.6,532.8,592.8,360.0
8959,515.9,619.9,575.9,587.7,860.0
8960,432.4,546.4,496.4,499.1,320.0
8961,651.4,709.7,653.6,753.2,920.0
8962,426.1,441.4,505.6,566.2,260.0
